Bread,Ghee,Lassi,Sweet
Lassi,Milk,Panner,Sweet
Butter,Ghee,Panner,Yougurt
Lassi,Panner,Sweet,Tea Powder
Butter,Milk,Sugar,Sweet
Lassi,Panner,Sugar,Sweet
Bread,Lassi,Panner,Sweet
Butter,Lassi,Milk,Sweet
Butter,Sugar,Sweet,Yougurt
Coffee Powder,Lassi,Panner,Sweet
Butter,Lassi,Sugar,Sweet
Butter,Lassi,Panner,Sweet
Bread,Coffee Powder,Lassi,Panner
Butter,Coffee Powder,Sugar,Yougurt
